order_id,created_at,channel,gross,currency,customer_email
LU-29489081,2026-01-25T12:41:00Z,Google,209.98,EUR,c674@example.invalid
LU-29489159,2026-01-25T13:59:00Z,Meta,65.90,EUR,c2764@example.invalid
LU-29489235,2026-01-25T15:15:00Z,Direct,200.27,EUR,c1564@example.invalid
LU-29489311,2026-01-25T16:31:00Z,Newsletter,76.49,EUR,c1055@example.invalid
LU-29489414,2026-01-25T18:14:00Z,Meta,113.93,EUR,c2391@example.invalid
LU-29489506,2026-01-25T19:46:00Z,Google,155.37,EUR,c2742@example.invalid
LU-29489543,2026-01-25T20:23:00Z,Direct,22.63,EUR,c1299@example.invalid
LU-29489564,2026-01-25T20:44:00Z,Meta,116.62,EUR,c2158@example.invalid
LU-29489619,2026-01-25T21:39:00Z,Meta,184.26,EUR,c3858@example.invalid
LU-29489700,2026-01-25T23:00:00Z,Google,52.70,EUR,c2288@example.invalid
LU-29489752,2026-01-25T23:52:00Z,Google,140.09,EUR,c292@example.invalid
LU-29489844,2026-01-26T01:24:00Z,Newsletter,112.83,EUR,c3657@example.invalid
LU-29489910,2026-01-26T02:30:00Z,Meta,211.68,EUR,c1190@example.invalid
LU-29489939,2026-01-26T02:59:00Z,Meta,142.77,EUR,c10@example.invalid
LU-29490038,2026-01-26T04:38:00Z,Google,72.98,EUR,c1863@example.invalid
LU-29490115,2026-01-26T05:55:00Z,Direct,48.52,EUR,c2386@example.invalid
LU-29490216,2026-01-26T07:36:00Z,Newsletter,139.31,EUR,c3651@example.invalid
LU-29490303,2026-01-26T09:03:00Z,Newsletter,68.92,EUR,c803@example.invalid
LU-29490403,2026-01-26T10:43:00Z,Direct,79.29,EUR,c200@example.invalid
LU-29490424,2026-01-26T11:04:00Z,Google,183.56,EUR,c2326@example.invalid
LU-29490508,2026-01-26T12:28:00Z,Meta,25.85,EUR,c730@example.invalid
LU-29490550,2026-01-26T13:10:00Z,Direct,170.44,EUR,c2000@example.invalid
LU-29490614,2026-01-26T14:14:00Z,Google,188.20,EUR,c2485@example.invalid
LU-29490703,2026-01-26T15:43:00Z,Meta,191.04,EUR,c3918@example.invalid
LU-29490766,2026-01-26T16:46:00Z,Newsletter,73.79,EUR,c863@example.invalid
LU-29490820,2026-01-26T17:40:00Z,Meta,189.89,EUR,c1686@example.invalid
LU-29490902,2026-01-26T19:02:00Z,Direct,193.32,EUR,c2800@example.invalid
LU-29490996,2026-01-26T20:36:00Z,Meta,176.71,EUR,c2302@example.invalid
LU-29491061,2026-01-26T21:41:00Z,Google,161.76,EUR,c842@example.invalid
LU-29491115,2026-01-26T22:35:00Z,Direct,126.86,EUR,c1695@example.invalid
LU-29491215,2026-01-27T00:15:00Z,Meta,66.89,EUR,c3549@example.invalid
LU-29491290,2026-01-27T01:30:00Z,Newsletter,61.47,EUR,c835@example.invalid
LU-29491338,2026-01-27T02:18:00Z,Meta,89.72,EUR,c3654@example.invalid
LU-29491371,2026-01-27T02:51:00Z,Meta,92.33,EUR,c2357@example.invalid
LU-29491450,2026-01-27T04:10:00Z,Direct,200.95,EUR,c2260@example.invalid
LU-29491555,2026-01-27T05:55:00Z,Direct,155.17,EUR,c3799@example.invalid
LU-29491598,2026-01-27T06:38:00Z,Google,46.18,EUR,c3952@example.invalid
LU-29491677,2026-01-27T07:57:00Z,Meta,126.77,EUR,c1764@example.invalid
LU-29491707,2026-01-27T08:27:00Z,Direct,216.70,EUR,c366@example.invalid
LU-29491782,2026-01-27T09:42:00Z,Direct,177.83,EUR,c1194@example.invalid
LU-29491812,2026-01-27T10:12:00Z,Newsletter,43.25,EUR,c2699@example.invalid
LU-29491859,2026-01-27T10:59:00Z,Newsletter,87.00,EUR,c3040@example.invalid
LU-29491952,2026-01-27T12:32:00Z,Direct,60.99,EUR,c3504@example.invalid
LU-29491994,2026-01-27T13:14:00Z,Direct,159.83,EUR,c1549@example.invalid
LU-29492074,2026-01-27T14:34:00Z,Direct,24.64,EUR,c1100@example.invalid
LU-29492152,2026-01-27T15:52:00Z,Meta,93.85,EUR,c3253@example.invalid
LU-29492248,2026-01-27T17:28:00Z,Newsletter,123.25,EUR,c1549@example.invalid
LU-29492356,2026-01-27T19:16:00Z,Direct,85.45,EUR,c433@example.invalid
LU-29492419,2026-01-27T20:19:00Z,Direct,155.47,EUR,c3713@example.invalid
LU-29492524,2026-01-27T22:04:00Z,Meta,187.59,EUR,c2630@example.invalid
LU-29492574,2026-01-27T22:54:00Z,Google,55.71,EUR,c1044@example.invalid
LU-29492612,2026-01-27T23:32:00Z,Newsletter,151.92,EUR,c496@example.invalid
LU-29492656,2026-01-28T00:16:00Z,Meta,80.15,EUR,c53@example.invalid
LU-29492726,2026-01-28T01:26:00Z,Direct,112.18,EUR,c3290@example.invalid
LU-29492812,2026-01-28T02:52:00Z,Direct,124.68,EUR,c1580@example.invalid
LU-29492853,2026-01-28T03:33:00Z,Google,149.29,EUR,c706@example.invalid
LU-29492913,2026-01-28T04:33:00Z,Meta,125.94,EUR,c3507@example.invalid
LU-29492942,2026-01-28T05:02:00Z,Direct,183.36,EUR,c1897@example.invalid
LU-29493025,2026-01-28T06:25:00Z,Meta,67.20,EUR,c972@example.invalid
LU-29493111,2026-01-28T07:51:00Z,Newsletter,36.79,EUR,c3074@example.invalid
LU-29493158,2026-01-28T08:38:00Z,Newsletter,192.18,EUR,c492@example.invalid
LU-29493204,2026-01-28T09:24:00Z,Direct,115.12,EUR,c149@example.invalid
LU-29493292,2026-01-28T10:52:00Z,Google,203.56,EUR,c2231@example.invalid
LU-29493371,2026-01-28T12:11:00Z,Meta,209.92,EUR,c913@example.invalid
LU-29493460,2026-01-28T13:40:00Z,Direct,47.25,EUR,c2684@example.invalid
LU-29493504,2026-01-28T14:24:00Z,Meta,132.40,EUR,c1717@example.invalid
LU-29493579,2026-01-28T15:39:00Z,Newsletter,188.79,EUR,c2917@example.invalid
LU-29493644,2026-01-28T16:44:00Z,Newsletter,56.92,EUR,c1634@example.invalid
LU-29493700,2026-01-28T17:40:00Z,Google,109.65,EUR,c3693@example.invalid
LU-29493800,2026-01-28T19:20:00Z,Meta,144.06,EUR,c2258@example.invalid
LU-29493860,2026-01-28T20:20:00Z,Google,112.07,EUR,c1351@example.invalid
LU-29493948,2026-01-28T21:48:00Z,Google,42.32,EUR,c1779@example.invalid
LU-29494007,2026-01-28T22:47:00Z,Meta,100.08,EUR,c297@example.invalid
LU-29494090,2026-01-29T00:10:00Z,Meta,134.59,EUR,c1149@example.invalid
LU-29494118,2026-01-29T00:38:00Z,Newsletter,129.56,EUR,c1520@example.invalid
LU-29494198,2026-01-29T01:58:00Z,Google,159.46,EUR,c3497@example.invalid
LU-29494277,2026-01-29T03:17:00Z,Meta,145.80,EUR,c2498@example.invalid
LU-29494340,2026-01-29T04:20:00Z,Google,77.33,EUR,c1439@example.invalid
LU-29494403,2026-01-29T05:23:00Z,Newsletter,204.02,EUR,c1302@example.invalid
LU-29494433,2026-01-29T05:53:00Z,Meta,60.73,EUR,c3338@example.invalid
LU-29494510,2026-01-29T07:10:00Z,Google,140.47,EUR,c3966@example.invalid
LU-29494565,2026-01-29T08:05:00Z,Meta,177.78,EUR,c3834@example.invalid
LU-29494602,2026-01-29T08:42:00Z,Google,57.29,EUR,c1081@example.invalid
LU-29494625,2026-01-29T09:05:00Z,Direct,105.56,EUR,c1433@example.invalid
LU-29494666,2026-01-29T09:46:00Z,Google,40.75,EUR,c3982@example.invalid
LU-29494687,2026-01-29T10:07:00Z,Direct,104.64,EUR,c962@example.invalid
LU-29494755,2026-01-29T11:15:00Z,Newsletter,118.50,EUR,c1602@example.invalid
LU-29494836,2026-01-29T12:36:00Z,Google,128.00,EUR,c241@example.invalid
LU-29494910,2026-01-29T13:50:00Z,Google,33.16,EUR,c1752@example.invalid
LU-29495006,2026-01-29T15:26:00Z,Newsletter,175.84,EUR,c2877@example.invalid
LU-29495110,2026-01-29T17:10:00Z,Newsletter,212.76,EUR,c1032@example.invalid
LU-29495215,2026-01-29T18:55:00Z,Google,108.41,EUR,c796@example.invalid
LU-29495275,2026-01-29T19:55:00Z,Google,171.78,EUR,c2272@example.invalid
LU-29495296,2026-01-29T20:16:00Z,Direct,213.16,EUR,c3154@example.invalid
LU-29495365,2026-01-29T21:25:00Z,Newsletter,87.16,EUR,c3669@example.invalid
LU-29495469,2026-01-29T23:09:00Z,Google,91.87,EUR,c2151@example.invalid
LU-29495512,2026-01-29T23:52:00Z,Direct,69.15,EUR,c3533@example.invalid
