order_id,created_at,channel,gross,currency,customer_email
LU-29502039,2026-02-03T12:39:00Z,Newsletter,45.00,EUR,c3186@example.invalid
LU-29502071,2026-02-03T13:11:00Z,Direct,22.39,EUR,c505@example.invalid
LU-29502159,2026-02-03T14:39:00Z,Direct,147.40,EUR,c2480@example.invalid
LU-29502246,2026-02-03T16:06:00Z,Meta,107.31,EUR,c425@example.invalid
LU-29502333,2026-02-03T17:33:00Z,Newsletter,183.87,EUR,c1370@example.invalid
LU-29502417,2026-02-03T18:57:00Z,Meta,156.23,EUR,c626@example.invalid
LU-29502466,2026-02-03T19:46:00Z,Meta,214.84,EUR,c2874@example.invalid
LU-29502566,2026-02-03T21:26:00Z,Google,165.75,EUR,c1050@example.invalid
LU-29502595,2026-02-03T21:55:00Z,Google,84.72,EUR,c2137@example.invalid
LU-29502654,2026-02-03T22:54:00Z,Google,123.21,EUR,c1624@example.invalid
LU-29502746,2026-02-04T00:26:00Z,Newsletter,160.76,EUR,c108@example.invalid
LU-29502794,2026-02-04T01:14:00Z,Newsletter,83.46,EUR,c3286@example.invalid
LU-29502884,2026-02-04T02:44:00Z,Google,187.43,EUR,c1729@example.invalid
LU-29502925,2026-02-04T03:25:00Z,Direct,24.31,EUR,c3537@example.invalid
LU-29502967,2026-02-04T04:07:00Z,Google,102.19,EUR,c2669@example.invalid
LU-29503008,2026-02-04T04:48:00Z,Google,124.76,EUR,c1963@example.invalid
LU-29503039,2026-02-04T05:19:00Z,Meta,192.64,EUR,c3115@example.invalid
LU-29503147,2026-02-04T07:07:00Z,Meta,155.95,EUR,c794@example.invalid
LU-29503254,2026-02-04T08:54:00Z,Newsletter,106.24,EUR,c1902@example.invalid
LU-29503349,2026-02-04T10:29:00Z,Meta,73.45,EUR,c2050@example.invalid
LU-29503430,2026-02-04T11:50:00Z,Newsletter,145.66,EUR,c1490@example.invalid
LU-29503477,2026-02-04T12:37:00Z,Newsletter,97.16,EUR,c311@example.invalid
LU-29503581,2026-02-04T14:21:00Z,Google,204.26,EUR,c2852@example.invalid
LU-29503681,2026-02-04T16:01:00Z,Meta,187.42,EUR,c376@example.invalid
LU-29503701,2026-02-04T16:21:00Z,Google,213.07,EUR,c687@example.invalid
LU-29503758,2026-02-04T17:18:00Z,Meta,199.58,EUR,c703@example.invalid
LU-29503816,2026-02-04T18:16:00Z,Meta,71.41,EUR,c1898@example.invalid
LU-29503925,2026-02-04T20:05:00Z,Newsletter,167.54,EUR,c3604@example.invalid
LU-29503991,2026-02-04T21:11:00Z,Direct,178.45,EUR,c492@example.invalid
LU-29504058,2026-02-04T22:18:00Z,Meta,108.44,EUR,c2735@example.invalid
LU-29504082,2026-02-04T22:42:00Z,Google,190.55,EUR,c1192@example.invalid
LU-29504137,2026-02-04T23:37:00Z,Meta,97.91,EUR,c3028@example.invalid
